,death_year,death_month,hhs_region,age_group,all_cause,natural_cause,septicemia,malignant_neoplasms,diabetes_mellitus,alzheimer,influenza_pneumonia,chronic_respiratory,other_respiratory,neophrotic_syndrome,abnormal_clinical_laboratory_findings,heart_diseases,cerebrovascular_diseases,covid-19_multicause,covid-19_onlycause,total_deaths
579,2019,6,Colorado,85 years and over,2196,2087,22,271,45,207,30,121,32,40,22,610,154,0,0,5837
580,2019,6,California,0-4 years,261,221,0,0,0,0,0,0,0,0,18,0,0,0,0,500
581,2019,6,California,15-24 years,370,84,0,22,0,0,0,0,0,0,0,0,0,0,0,476
582,2019,6,California,25-34 years,709,240,0,51,11,0,0,0,0,0,15,31,0,0,0,1057
583,2019,6,California,35-44 years,869,497,0,124,17,0,0,0,0,0,14,100,20,0,0,1641
584,2019,6,California,45-54 years,1778,1326,10,372,72,0,18,24,22,15,15,321,74,0,0,4047
585,2019,6,California,5-14 years,64,28,0,13,0,0,0,0,0,0,0,0,0,0,0,105
586,2019,6,California,55-64 years,3795,3327,30,1106,169,22,43,151,23,48,27,786,152,0,0,9679
587,2019,6,California,65-74 years,5569,5291,39,1746,244,95,77,338,61,98,26,1297,258,0,0,15139
588,2019,6,California,75-84 years,6732,6501,40,1713,260,405,133,455,95,113,22,1530,413,0,0,18412
589,2019,6,California,85 years and over,9154,8909,42,1214,202,1123,234,490,104,144,65,2625,774,0,0,25080
590,2019,6,Massachusetts,0-4 years,89,80,0,0,0,0,0,0,0,0,13,0,0,0,0,182
591,2019,6,Massachusetts,15-24 years,128,24,0,0,0,0,0,0,0,0,0,0,0,0,0,152
592,2019,6,Massachusetts,25-34 years,196,62,0,0,0,0,0,0,0,0,0,12,0,0,0,270
593,2019,6,Massachusetts,35-44 years,255,144,0,35,0,0,0,0,0,0,0,28,0,0,0,462
594,2019,6,Massachusetts,45-54 years,439,328,0,104,18,0,0,11,0,0,0,53,22,0,0,975
595,2019,6,Massachusetts,5-14 years,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,37
596,2019,6,Massachusetts,55-64 years,1116,966,12,345,47,0,0,52,10,0,0,206,30,0,0,2784
597,2019,6,Massachusetts,65-74 years,1897,1791,16,609,89,27,14,146,36,13,15,356,79,0,0,5088
598,2019,6,Massachusetts,75-84 years,2166,2074,24,564,90,127,17,155,37,19,14,406,131,0,0,5824
599,2019,6,Massachusetts,85 years and over,2837,2706,23,358,56,347,37,115,39,37,37,710,199,0,0,7501
600,2019,7,Massachusetts,0-4 years,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,93
601,2019,7,Massachusetts,15-24 years,87,16,0,0,0,0,0,0,0,0,0,0,0,0,0,103
602,2019,7,Massachusetts,25-34 years,222,53,0,11,0,0,0,0,0,0,0,10,0,0,0,296
603,2019,7,Massachusetts,35-44 years,287,124,0,37,0,0,0,0,0,0,0,31,0,0,0,479
604,2019,7,Massachusetts,45-54 years,553,389,0,120,11,0,0,12,0,0,0,81,11,0,0,1177
605,2019,7,Massachusetts,5-14 years,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
606,2019,7,Massachusetts,55-64 years,1327,1172,16,480,45,0,11,47,20,13,0,228,24,0,0,3383
607,2019,7,Massachusetts,65-74 years,1858,1753,36,649,62,14,26,115,38,26,11,346,69,0,0,5003
608,2019,7,Massachusetts,75-84 years,2471,2377,35,643,64,92,41,172,42,52,19,516,120,0,0,6644
609,2019,7,Massachusetts,85 years and over,3889,3753,47,524,68,216,69,165,63,97,49,1074,236,0,0,10250
610,2019,7,NewYork,0-4 years,140,114,0,0,0,0,0,0,0,0,16,0,0,0,0,270
611,2019,7,NewYork,15-24 years,170,48,0,0,0,0,0,0,0,0,11,0,0,0,0,229
612,2019,7,NewYork,25-34 years,385,122,0,21,0,0,0,0,0,0,19,23,0,0,0,570
613,2019,7,NewYork,35-44 years,481,269,0,78,10,0,0,0,0,0,14,63,0,0,0,915
614,2019,7,NewYork,45-54 years,996,750,12,223,42,0,13,15,10,0,23,190,31,0,0,2305
615,2019,7,NewYork,5-14 years,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,49
616,2019,7,NewYork,55-64 years,2292,2054,38,765,76,0,26,91,31,33,30,497,67,0,0,6000
617,2019,7,NewYork,65-74 years,3338,3202,69,1116,138,26,65,172,60,64,37,816,101,0,0,9204
618,2019,7,NewYork,75-84 years,4341,4230,97,1126,133,112,95,232,105,93,51,1158,185,0,0,11958
619,2019,7,NewYork,85 years and over,6383,6255,83,806,136,342,165,294,108,117,91,2190,360,0,0,17330
620,2019,7,Washington,0-4 years,188,160,0,0,0,0,0,0,0,0,20,0,0,0,0,368
621,2019,7,Washington,15-24 years,252,45,0,0,0,0,0,0,0,0,0,0,0,0,0,297
622,2019,7,Washington,25-34 years,534,136,0,14,0,0,0,0,0,0,0,25,0,0,0,709
623,2019,7,Washington,35-44 years,726,373,10,77,14,0,0,0,0,0,12,86,19,0,0,1317
624,2019,7,Washington,45-54 years,1354,998,25,285,55,0,0,23,0,17,14,256,38,0,0,3065
625,2019,7,Washington,5-14 years,43,23,0,14,0,0,0,0,0,0,0,0,0,0,0,80
626,2019,7,Washington,55-64 years,3011,2681,55,954,108,0,28,123,42,45,38,612,95,0,0,7792
627,2019,7,Washington,65-74 years,4416,4214,93,1434,169,37,55,256,81,97,33,952,202,0,0,12039
628,2019,7,Washington,75-84 years,5623,5446,100,1359,171,176,86,351,124,142,60,1365,330,0,0,15333
629,2019,7,Washington,85 years and over,7226,6997,89,935,165,473,132,329,124,156,93,2039,530,0,0,19288
630,2019,7,Georgia,0-4 years,511,437,0,0,0,0,0,0,0,0,58,0,0,0,0,1006
631,2019,7,Georgia,15-24 years,592,101,0,19,0,0,0,0,0,0,0,14,0,0,0,726
632,2019,7,Georgia,25-34 years,1242,405,13,68,17,0,0,0,0,0,18,81,13,0,0,1857
633,2019,7,Georgia,35-44 years,1671,930,22,181,43,0,12,16,12,18,34,231,24,0,0,3194
634,2019,7,Georgia,45-54 years,3350,2649,49,700,128,0,28,84,39,51,36,722,119,0,0,7955
635,2019,7,Georgia,5-14 years,104,56,0,11,0,0,0,0,0,0,0,0,0,0,0,171
636,2019,7,Georgia,55-64 years,7516,6808,124,2228,322,24,76,380,75,142,86,1638,275,0,0,19694
637,2019,7,Georgia,65-74 years,10945,10441,189,3457,401,179,131,791,191,216,93,2425,459,0,0,29918
638,2019,7,Georgia,75-84 years,12769,12348,199,2959,393,680,186,947,272,313,149,2836,886,0,0,34937
639,2019,7,Georgia,85 years and over,14009,13536,160,1697,244,1301,218,730,219,266,247,3849,1226,0,0,37702
640,2019,7,Illinois,0-4 years,363,291,0,0,0,0,0,0,0,0,30,11,0,0,0,695
641,2019,7,Illinois,15-24 years,391,83,0,18,0,0,0,10,0,0,0,11,0,0,0,513
642,2019,7,Illinois,25-34 years,871,242,0,41,11,0,0,0,0,0,0,47,0,0,0,1212
643,2019,7,Illinois,35-44 years,1152,589,10,122,32,0,0,10,0,0,11,156,19,0,0,2101
644,2019,7,Illinois,45-54 years,2284,1728,33,566,71,0,16,42,25,29,21,433,58,0,0,5306
645,2019,7,Illinois,5-14 years,81,39,0,16,0,0,0,0,0,0,0,0,0,0,0,136
646,2019,7,Illinois,55-64 years,5123,4599,77,1651,184,10,47,296,59,68,39,1078,159,0,0,13390
647,2019,7,Illinois,65-74 years,7620,7249,99,2522,333,90,70,485,117,153,73,1646,307,0,0,20764
648,2019,7,Illinois,75-84 years,9450,9124,147,2326,296,417,124,748,164,218,63,2154,533,0,0,25764
649,2019,7,Illinois,85 years and over,12262,11797,157,1521,261,1062,191,574,165,246,144,3524,932,0,0,32836
650,2019,7,Texas,0-4 years,336,285,0,0,0,0,0,0,0,0,35,0,0,0,0,656
651,2019,7,Texas,15-24 years,422,90,0,19,0,0,0,0,0,0,0,20,0,0,0,551
652,2019,7,Texas,25-34 years,661,215,0,51,0,0,0,0,0,0,11,46,0,0,0,984
653,2019,7,Texas,35-44 years,997,581,14,125,25,0,0,0,0,10,15,142,18,0,0,1927
654,2019,7,Texas,45-54 years,1935,1530,29,417,77,0,18,30,15,30,15,416,67,0,0,4579
655,2019,7,Texas,5-14 years,72,27,0,0,0,0,0,0,0,0,0,0,0,0,0,99
656,2019,7,Texas,55-64 years,4054,3680,90,1177,141,22,37,189,59,94,28,973,145,0,0,10689
657,2019,7,Texas,65-74 years,5687,5444,98,1719,234,113,64,364,79,120,33,1338,247,0,0,15540
658,2019,7,Texas,75-84 years,6453,6235,100,1467,193,368,91,504,127,155,31,1546,369,0,0,17639
659,2019,7,Texas,85 years and over,6985,6795,94,814,165,763,105,362,106,140,48,2025,484,0,0,18886
660,2019,7,Kansas,0-4 years,97,83,0,0,0,0,0,0,0,0,10,0,0,0,0,190
661,2019,7,Kansas,15-24 years,142,23,0,0,0,0,0,0,0,0,0,0,0,0,0,165
662,2019,7,Kansas,25-34 years,231,68,0,12,0,0,0,0,0,0,0,13,0,0,0,324
663,2019,7,Kansas,35-44 years,327,182,0,30,0,0,0,0,0,0,0,49,0,0,0,588
664,2019,7,Kansas,45-54 years,626,467,0,138,24,0,0,15,0,10,0,123,22,0,0,1425
665,2019,7,Kansas,5-14 years,42,19,0,0,0,0,0,0,0,0,0,0,0,0,0,61
666,2019,7,Kansas,55-64 years,1529,1371,28,480,56,0,15,80,23,29,14,345,40,0,0,4010
667,2019,7,Kansas,65-74 years,2124,2025,35,695,89,27,23,155,40,35,16,470,82,0,0,5816
668,2019,7,Kansas,75-84 years,2728,2635,39,629,75,131,48,220,60,71,25,610,130,0,0,7401
669,2019,7,Kansas,85 years and over,3597,3485,34,415,72,312,68,170,54,78,71,1021,249,0,0,9626
670,2019,7,Colorado,0-4 years,84,67,0,0,0,0,0,0,0,0,0,0,0,0,0,151
671,2019,7,Colorado,15-24 years,143,21,0,0,0,0,0,0,0,0,0,0,0,0,0,164
672,2019,7,Colorado,25-34 years,200,51,0,0,0,0,0,0,0,0,0,0,0,0,0,251
673,2019,7,Colorado,35-44 years,267,125,0,33,0,0,0,0,0,0,0,28,0,0,0,453
674,2019,7,Colorado,45-54 years,436,327,0,86,18,0,0,0,0,0,0,67,11,0,0,945
675,2019,7,Colorado,5-14 years,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
676,2019,7,Colorado,55-64 years,952,798,17,281,41,0,0,39,0,17,10,171,20,0,0,2346
677,2019,7,Colorado,65-74 years,1356,1269,15,406,47,21,13,96,25,21,12,280,51,0,0,3612
678,2019,7,Colorado,75-84 years,1645,1570,20,381,55,75,19,140,24,34,15,315,104,0,0,4397
679,2019,7,Colorado,85 years and over,2105,2001,18,246,41,186,32,123,42,37,24,580,170,0,0,5605
680,2019,7,California,0-4 years,243,205,0,0,0,0,0,0,0,0,22,0,0,0,0,470
681,2019,7,California,15-24 years,373,74,0,20,0,0,0,0,0,0,0,0,0,0,0,467
682,2019,7,California,25-34 years,741,266,0,56,15,0,0,0,0,0,0,44,0,0,0,1122
683,2019,7,California,35-44 years,942,526,0,124,26,0,0,0,0,10,14,106,25,0,0,1773
684,2019,7,California,45-54 years,1695,1267,11,399,67,0,15,23,14,13,17,278,52,0,0,3851
685,2019,7,California,5-14 years,63,30,0,0,0,0,0,0,0,0,0,0,0,0,0,93
686,2019,7,California,55-64 years,3844,3356,22,1154,192,13,37,131,23,48,21,788,152,0,0,9781
687,2019,7,California,65-74 years,5621,5310,44,1820,256,111,79,314,58,98,23,1258,247,0,0,15239
688,2019,7,California,75-84 years,6871,6620,41,1732,287,389,119,468,118,116,31,1584,402,0,0,18778
689,2019,7,California,85 years and over,9050,8833,44,1302,175,1118,203,472,83,109,77,2558,756,0,0,24780
690,2019,7,Massachusetts,0-4 years,84,68,0,0,0,0,0,0,0,0,0,0,0,0,0,152
691,2019,7,Massachusetts,15-24 years,101,16,0,0,0,0,0,0,0,0,0,0,0,0,0,117
692,2019,7,Massachusetts,25-34 years,190,59,0,15,0,0,0,0,0,0,0,0,0,0,0,264
693,2019,7,Massachusetts,35-44 years,249,135,0,43,0,0,0,0,0,0,0,22,0,0,0,449
694,2019,7,Massachusetts,45-54 years,473,341,0,111,0,0,0,11,0,0,0,74,14,0,0,1024
695,2019,7,Massachusetts,5-14 years,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39
696,2019,7,Massachusetts,55-64 years,1156,1023,0,360,49,0,12,55,10,10,0,194,45,0,0,2914
697,2019,7,Massachusetts,65-74 years,1826,1724,16,605,72,36,13,122,27,19,26,334,77,0,0,4897
698,2019,7,Massachusetts,75-84 years,2193,2084,17,557,68,122,14,136,41,18,16,427,141,0,0,5834
699,2019,7,Massachusetts,85 years and over,2831,2713,25,324,60,331,27,126,37,25,41,747,256,0,0,7543
700,2019,8,Massachusetts,0-4 years,73,67,0,0,0,0,0,0,0,0,0,0,0,0,0,140
701,2019,8,Massachusetts,15-24 years,74,11,0,0,0,0,0,0,0,0,0,0,0,0,0,85
702,2019,8,Massachusetts,25-34 years,244,61,0,11,0,0,0,0,0,0,0,0,0,0,0,316
703,2019,8,Massachusetts,35-44 years,299,125,0,32,0,0,0,0,0,0,0,22,0,0,0,478
704,2019,8,Massachusetts,45-54 years,569,407,10,119,17,0,0,0,0,0,0,99,12,0,0,1233
705,2019,8,Massachusetts,5-14 years,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
706,2019,8,Massachusetts,55-64 years,1231,1095,27,437,45,0,10,51,13,13,0,226,28,0,0,3176
707,2019,8,Massachusetts,65-74 years,1930,1835,27,706,63,22,19,118,27,31,20,344,68,0,0,5210
708,2019,8,Massachusetts,75-84 years,2550,2446,35,676,80,78,36,158,69,56,23,496,136,0,0,6839
709,2019,8,Massachusetts,85 years and over,3810,3655,41,476,69,226,80,166,59,76,48,1017,213,0,0,9936
710,2019,8,NewYork,0-4 years,112,99,0,0,0,0,0,0,0,0,0,0,0,0,0,211
711,2019,8,NewYork,15-24 years,134,37,0,0,0,0,0,0,0,0,0,0,0,0,0,171
712,2019,8,NewYork,25-34 years,377,121,0,26,0,0,0,0,0,0,0,17,0,0,0,541
713,2019,8,NewYork,35-44 years,489,267,0,78,0,0,0,0,0,0,16,51,10,0,0,911
714,2019,8,NewYork,45-54 years,977,719,0,237,29,0,10,20,11,11,18,168,27,0,0,2227
715,2019,8,NewYork,5-14 years,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,42
716,2019,8,NewYork,55-64 years,2154,1933,31,728,70,0,30,61,36,25,25,464,69,0,0,5626
717,2019,8,NewYork,65-74 years,3267,3128,58,1078,127,16,49,139,66,64,37,788,126,0,0,8943
718,2019,8,NewYork,75-84 years,4193,4093,84,1141,116,107,97,216,94,82,42,1103,192,0,0,11560
719,2019,8,NewYork,85 years and over,6347,6170,90,810,117,379,170,244,116,125,105,2172,340,0,0,17185
720,2019,8,Washington,0-4 years,216,183,0,0,0,0,0,0,0,0,20,0,0,0,0,419
721,2019,8,Washington,15-24 years,254,51,0,0,0,0,0,0,0,0,0,10,0,0,0,315
722,2019,8,Washington,25-34 years,555,139,0,23,11,0,0,0,0,0,12,20,0,0,0,760
723,2019,8,Washington,35-44 years,699,326,0,85,17,0,0,0,0,0,12,69,0,0,0,1208
724,2019,8,Washington,45-54 years,1338,988,17,320,46,0,14,20,11,18,21,231,35,0,0,3059
725,2019,8,Washington,5-14 years,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,53
726,2019,8,Washington,55-64 years,3052,2700,55,994,114,0,23,121,38,43,37,612,99,0,0,7888
727,2019,8,Washington,65-74 years,4552,4345,86,1522,176,41,52,261,101,89,49,966,188,0,0,12428
728,2019,8,Washington,75-84 years,5530,5325,84,1420,166,205,88,338,116,134,52,1270,311,0,0,15039
729,2019,8,Washington,85 years and over,7222,6955,100,965,125,436,132,282,97,169,112,2024,592,0,0,19211
730,2019,8,Georgia,0-4 years,506,436,0,0,0,0,0,0,0,0,54,10,0,0,0,1006
731,2019,8,Georgia,15-24 years,615,135,0,23,0,0,0,0,0,0,0,25,0,0,0,798
732,2019,8,Georgia,25-34 years,1196,385,11,66,16,0,0,0,0,0,22,78,10,0,0,1784
733,2019,8,Georgia,35-44 years,1680,941,18,212,57,0,11,14,17,11,31,225,27,0,0,3244
734,2019,8,Georgia,45-54 years,3096,2449,64,634,113,0,30,86,24,38,41,615,141,0,0,7331
735,2019,8,Georgia,5-14 years,103,60,0,16,0,0,0,0,0,0,0,0,0,0,0,179
736,2019,8,Georgia,55-64 years,7414,6725,115,2220,283,30,77,398,92,134,74,1612,265,0,0,19439
737,2019,8,Georgia,65-74 years,10823,10345,194,3471,381,169,144,742,183,207,102,2355,487,0,0,29603
738,2019,8,Georgia,75-84 years,12797,12345,200,3024,414,647,199,932,251,274,110,2811,807,0,0,34811
739,2019,8,Georgia,85 years and over,13888,13451,144,1693,262,1253,220,678,192,267,251,3789,1279,0,0,37367
740,2019,8,Illinois,0-4 years,339,283,0,0,0,0,0,0,0,0,31,0,0,0,0,653
741,2019,8,Illinois,15-24 years,398,80,0,16,0,0,0,0,0,0,0,15,0,0,0,509
742,2019,8,Illinois,25-34 years,863,266,0,58,0,0,0,0,0,0,12,50,0,0,0,1249
743,2019,8,Illinois,35-44 years,1112,587,0,140,26,0,0,13,0,13,17,140,17,0,0,2065
744,2019,8,Illinois,45-54 years,2099,1578,21,507,77,0,21,39,13,25,17,404,55,0,0,4856
745,2019,8,Illinois,5-14 years,73,33,0,0,0,0,0,0,0,0,0,0,0,0,0,106
746,2019,8,Illinois,55-64 years,5153,4596,69,1615,188,11,51,278,54,74,44,1080,160,0,0,13373
747,2019,8,Illinois,65-74 years,7637,7299,131,2485,271,91,83,547,134,164,57,1615,317,0,0,20831
748,2019,8,Illinois,75-84 years,9404,9083,135,2393,300,429,106,697,172,230,72,2111,534,0,0,25666
749,2019,8,Illinois,85 years and over,12472,12041,132,1560,236,1165,194,615,155,250,175,3481,929,0,0,33405
750,2019,8,Texas,0-4 years,355,300,0,0,0,0,0,0,0,0,35,0,0,0,0,690
751,2019,8,Texas,15-24 years,383,90,0,15,0,0,0,0,0,0,0,11,0,0,0,499
752,2019,8,Texas,25-34 years,669,234,0,41,19,0,0,0,0,0,0,40,0,0,0,1003
753,2019,8,Texas,35-44 years,1065,602,13,142,29,0,0,0,0,10,14,142,23,0,0,2040
754,2019,8,Texas,45-54 years,1795,1441,34,375,79,0,18,34,16,24,17,389,74,0,0,4296
755,2019,8,Texas,5-14 years,66,32,0,0,0,0,0,0,0,0,0,0,0,0,0,98
756,2019,8,Texas,55-64 years,4143,3730,73,1205,171,22,45,178,50,74,33,1026,149,0,0,10899
757,2019,8,Texas,65-74 years,5685,5419,89,1666,262,108,74,343,93,141,36,1325,289,0,0,15530
758,2019,8,Texas,75-84 years,6470,6217,110,1481,206,389,73,463,99,119,31,1601,381,0,0,17640
759,2019,8,Texas,85 years and over,6935,6727,86,858,137,727,94,354,97,109,42,2009,488,0,0,18663
760,2019,8,Kansas,0-4 years,106,86,0,0,0,0,0,0,0,0,14,0,0,0,0,206
761,2019,8,Kansas,15-24 years,132,19,0,0,0,0,0,0,0,0,0,0,0,0,0,151
762,2019,8,Kansas,25-34 years,248,70,0,13,0,0,0,0,0,0,0,0,0,0,0,331
763,2019,8,Kansas,35-44 years,323,168,0,41,0,0,0,0,0,0,0,40,0,0,0,572
764,2019,8,Kansas,45-54 years,574,419,0,119,17,0,0,16,0,0,0,117,13,0,0,1275
765,2019,8,Kansas,5-14 years,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
766,2019,8,Kansas,55-64 years,1494,1335,18,481,54,0,11,82,20,18,11,309,43,0,0,3876
767,2019,8,Kansas,65-74 years,2048,1952,28,674,66,23,24,148,43,41,15,454,74,0,0,5590
768,2019,8,Kansas,75-84 years,2673,2565,45,643,78,128,48,178,62,54,21,606,152,0,0,7253
769,2019,8,Kansas,85 years and over,3420,3305,36,392,64,311,67,162,62,82,70,947,209,0,0,9127
770,2019,8,Colorado,0-4 years,90,73,0,0,0,0,0,0,0,0,0,0,0,0,0,163
771,2019,8,Colorado,15-24 years,123,25,0,0,0,0,0,0,0,0,0,0,0,0,0,148
772,2019,8,Colorado,25-34 years,206,57,0,0,0,0,0,0,0,0,0,0,0,0,0,263
773,2019,8,Colorado,35-44 years,254,127,0,24,0,0,0,0,0,0,0,25,0,0,0,430
774,2019,8,Colorado,45-54 years,402,293,0,71,17,0,0,0,0,0,0,70,11,0,0,864
775,2019,8,Colorado,5-14 years,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,38
776,2019,8,Colorado,55-64 years,910,772,16,235,24,0,0,39,0,0,0,186,27,0,0,2209
777,2019,8,Colorado,65-74 years,1346,1260,11,425,51,29,12,100,20,19,10,266,49,0,0,3598
778,2019,8,Colorado,75-84 years,1723,1637,25,390,51,98,21,152,25,25,13,367,93,0,0,4620
779,2019,8,Colorado,85 years and over,2154,2026,22,271,40,210,45,101,33,34,13,561,160,0,0,5670
780,2019,8,California,0-4 years,246,225,0,0,0,0,0,0,0,0,36,0,0,0,0,507
781,2019,8,California,15-24 years,378,83,0,30,0,0,0,0,0,0,0,10,0,0,0,501
782,2019,8,California,25-34 years,694,223,0,47,10,0,0,0,0,0,0,38,14,0,0,1026
783,2019,8,California,35-44 years,991,549,0,157,18,0,0,0,0,0,0,112,24,0,0,1851
784,2019,8,California,45-54 years,1718,1288,12,409,65,0,15,15,12,14,22,293,52,0,0,3915
785,2019,8,California,5-14 years,54,28,0,0,0,0,0,0,0,0,0,0,0,0,0,82
786,2019,8,California,55-64 years,3637,3184,23,1103,169,15,29,108,33,55,32,756,134,0,0,9278
787,2019,8,California,65-74 years,5659,5334,31,1906,280,83,86,307,64,91,25,1206,254,0,0,15326
788,2019,8,California,75-84 years,6802,6582,44,1827,237,398,97,427,130,112,21,1598,401,0,0,18676
789,2019,8,California,85 years and over,8776,8546,48,1281,201,1057,172,443,107,124,70,2539,748,0,0,24112
790,2019,8,Massachusetts,0-4 years,63,53,0,0,0,0,0,0,0,0,0,0,0,0,0,116
791,2019,8,Massachusetts,15-24 years,97,14,0,0,0,0,0,0,0,0,0,0,0,0,0,111
792,2019,8,Massachusetts,25-34 years,192,77,0,25,0,0,0,0,0,0,0,13,0,0,0,307
793,2019,8,Massachusetts,35-44 years,281,134,0,43,0,0,0,0,0,0,0,19,0,0,0,477
794,2019,8,Massachusetts,45-54 years,472,355,0,120,21,0,0,0,0,0,0,67,0,0,0,1035
795,2019,8,Massachusetts,5-14 years,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
796,2019,8,Massachusetts,55-64 years,1142,993,17,343,54,0,0,33,15,0,0,202,33,0,0,2832
797,2019,8,Massachusetts,65-74 years,1808,1695,19,626,70,31,16,115,23,12,15,309,65,0,0,4804
798,2019,8,Massachusetts,75-84 years,2165,2064,11,577,50,125,20,150,45,29,19,436,118,0,0,5809
799,2019,8,Massachusetts,85 years and over,2756,2630,15,379,54,322,22,116,35,29,41,723,191,0,0,7313
800,2019,9,Massachusetts,0-4 years,55,50,0,0,0,0,0,0,0,0,0,0,0,0,0,105
801,2019,9,Massachusetts,15-24 years,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
802,2019,9,Massachusetts,25-34 years,202,48,0,10,0,0,0,0,0,0,0,12,0,0,0,272
803,2019,9,Massachusetts,35-44 years,270,129,0,38,0,0,0,0,0,0,0,27,0,0,0,464
804,2019,9,Massachusetts,45-54 years,469,336,0,112,0,0,0,0,0,0,0,87,0,0,0,1004
805,2019,9,Massachusetts,5-14 years,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
806,2019,9,Massachusetts,55-64 years,1179,1044,20,398,43,0,0,46,19,26,0,224,21,0,0,3020
807,2019,9,Massachusetts,65-74 years,1841,1756,25,650,59,10,18,114,38,43,0,344,54,0,0,4952
808,2019,9,Massachusetts,75-84 years,2474,2388,32,680,73,110,32,136,58,58,14,471,103,0,0,6629
809,2019,9,Massachusetts,85 years and over,3908,3767,57,481,86,232,76,180,51,73,58,1019,246,0,0,10234
810,2019,9,NewYork,0-4 years,105,91,0,0,0,0,0,0,0,0,13,0,0,0,0,209
811,2019,9,NewYork,15-24 years,131,39,0,12,0,0,0,0,0,0,0,0,0,0,0,182
812,2019,9,NewYork,25-34 years,348,114,0,27,0,0,0,0,0,0,13,16,0,0,0,518
813,2019,9,NewYork,35-44 years,469,273,0,76,0,0,0,0,0,0,17,54,17,0,0,906
814,2019,9,NewYork,45-54 years,939,733,0,244,34,0,14,18,0,11,14,162,32,0,0,2201
815,2019,9,NewYork,5-14 years,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,43
816,2019,9,NewYork,55-64 years,2061,1854,35,673,66,0,32,62,32,30,18,438,54,0,0,5355
817,2019,9,NewYork,65-74 years,3161,3063,67,1089,99,25,47,136,75,63,29,753,128,0,0,8735
818,2019,9,NewYork,75-84 years,4219,4112,78,1116,124,129,88,209,105,81,44,1083,189,0,0,11577
819,2019,9,NewYork,85 years and over,6211,6094,83,816,113,319,149,252,114,132,93,2120,323,0,0,16819
820,2019,9,Washington,0-4 years,196,175,0,0,0,0,0,0,0,0,34,0,0,0,0,405
821,2019,9,Washington,15-24 years,244,43,0,0,0,0,0,0,0,0,0,0,0,0,0,287
822,2019,9,Washington,25-34 years,547,114,0,29,0,0,0,0,0,0,11,15,0,0,0,716
823,2019,9,Washington,35-44 years,684,327,0,82,0,0,0,0,0,0,0,91,15,0,0,1199
824,2019,9,Washington,45-54 years,1239,935,12,295,45,0,13,17,16,19,17,241,33,0,0,2882
825,2019,9,Washington,5-14 years,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,66
826,2019,9,Washington,55-64 years,2934,2623,49,907,116,0,24,135,37,60,37,628,84,0,0,7634
827,2019,9,Washington,65-74 years,4229,4033,83,1365,160,43,48,243,67,77,40,945,185,0,0,11518
828,2019,9,Washington,75-84 years,5466,5281,102,1371,171,176,65,333,104,141,73,1250,336,0,0,14869
829,2019,9,Washington,85 years and over,7236,6991,101,915,156,437,119,288,105,159,111,2074,588,0,0,19280
830,2019,9,Georgia,0-4 years,509,420,0,0,0,0,0,0,0,0,53,10,0,0,0,992
831,2019,9,Georgia,15-24 years,590,120,0,17,0,0,0,0,0,0,0,26,0,0,0,753
832,2019,9,Georgia,25-34 years,1144,366,0,61,20,0,0,0,0,0,26,74,11,0,0,1702
833,2019,9,Georgia,35-44 years,1627,868,18,179,40,0,0,13,17,18,25,207,24,0,0,3036
834,2019,9,Georgia,45-54 years,3143,2447,51,670,125,0,26,74,36,48,39,634,114,0,0,7407
835,2019,9,Georgia,5-14 years,105,58,0,19,0,0,0,0,0,0,0,0,0,0,0,182
836,2019,9,Georgia,55-64 years,7254,6540,137,2142,290,28,79,390,92,120,63,1564,258,0,0,18957
837,2019,9,Georgia,65-74 years,10381,9863,200,3143,416,155,113,739,203,201,104,2180,520,0,0,28218
838,2019,9,Georgia,75-84 years,12371,11927,201,2876,358,641,170,890,249,292,130,2741,841,0,0,33687
839,2019,9,Georgia,85 years and over,13664,13227,161,1643,251,1228,250,727,196,256,211,3776,1166,0,0,36756
840,2019,9,Illinois,0-4 years,347,292,0,0,0,0,0,0,0,0,28,11,0,0,0,678
841,2019,9,Illinois,15-24 years,412,76,0,19,0,0,0,0,0,0,0,12,0,0,0,519
842,2019,9,Illinois,25-34 years,848,254,0,54,0,0,0,0,0,0,0,45,0,0,0,1201
843,2019,9,Illinois,35-44 years,1078,567,0,136,21,0,0,0,0,0,21,123,28,0,0,1974
844,2019,9,Illinois,45-54 years,2041,1592,30,493,71,0,19,44,16,29,29,400,49,0,0,4813
845,2019,9,Illinois,5-14 years,73,38,0,14,0,0,0,0,0,0,0,0,0,0,0,125
