,death_year,death_month,hhs_region,age_group,all_cause,natural_cause,septicemia,malignant_neoplasms,diabetes_mellitus,alzheimer,influenza_pneumonia,chronic_respiratory,other_respiratory,neophrotic_syndrome,abnormal_clinical_laboratory_findings,heart_diseases,cerebrovascular_diseases,covid-19_multicause,covid-19_onlycause,total_deaths
0,2019,1,Massachusetts,0-4 years,61,55,0,0,0,0,0,0,0,0,0,0,0,0,0,116
1,2019,1,Massachusetts,15-24 years,77,17,0,0,0,0,0,0,0,0,0,0,0,0,0,94
2,2019,1,Massachusetts,25-34 years,202,51,0,0,0,0,0,0,0,0,0,0,0,0,0,253
3,2019,1,Massachusetts,35-44 years,269,142,0,33,0,0,0,0,0,0,0,23,0,0,0,467
4,2019,1,Massachusetts,45-54 years,601,476,0,141,25,0,15,14,10,11,0,85,12,0,0,1390
5,2019,1,Massachusetts,5-14 years,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
6,2019,1,Massachusetts,55-64 years,1410,1271,19,473,44,0,28,65,21,24,11,259,30,0,0,3655
7,2019,1,Massachusetts,65-74 years,2164,2082,42,678,67,28,53,154,38,41,13,450,63,0,0,5873
8,2019,1,Massachusetts,75-84 years,2951,2866,43,709,84,110,74,231,42,66,38,609,150,0,0,7973
9,2019,1,Massachusetts,85 years and over,4772,4625,65,523,95,279,154,220,74,113,62,1315,264,0,0,12561
10,2019,1,NewYork,0-4 years,127,117,0,0,0,0,0,0,0,0,14,0,0,0,0,258
11,2019,1,NewYork,15-24 years,134,54,0,13,0,0,0,0,0,0,0,0,0,0,0,201
12,2019,1,NewYork,25-34 years,352,148,0,32,0,0,0,0,0,0,10,24,0,0,0,566
13,2019,1,NewYork,35-44 years,470,293,0,74,16,0,16,0,12,0,10,54,0,0,0,945
14,2019,1,NewYork,45-54 years,1035,841,0,254,29,0,25,23,12,0,16,212,30,0,0,2477
15,2019,1,NewYork,5-14 years,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,63
16,2019,1,NewYork,55-64 years,2505,2307,39,752,88,0,60,103,40,28,31,598,80,0,0,6631
17,2019,1,NewYork,65-74 years,3684,3554,75,1161,148,23,81,192,64,85,33,981,136,0,0,10217
18,2019,1,NewYork,75-84 years,4962,4846,87,1138,152,125,164,326,104,104,50,1336,242,0,0,13636
19,2019,1,NewYork,85 years and over,7792,7634,117,832,143,428,260,367,168,167,118,2698,377,0,0,21101
20,2019,1,Washington,0-4 years,193,174,0,0,0,0,0,0,0,0,26,0,0,0,0,393
21,2019,1,Washington,15-24 years,223,54,0,13,0,0,0,0,0,0,0,0,0,0,0,290
22,2019,1,Washington,25-34 years,467,129,0,22,10,0,0,0,0,0,0,24,0,0,0,652
23,2019,1,Washington,35-44 years,683,355,0,78,22,0,0,0,0,0,10,89,11,0,0,1248
24,2019,1,Washington,45-54 years,1422,1078,22,333,46,0,35,23,12,21,18,266,40,0,0,3316
25,2019,1,Washington,5-14 years,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,56
26,2019,1,Washington,55-64 years,3414,3097,81,930,150,0,49,196,40,54,39,773,131,0,0,8954
27,2019,1,Washington,65-74 years,4958,4750,96,1458,203,42,106,343,89,116,50,1143,187,0,0,13541
28,2019,1,Washington,75-84 years,6441,6222,122,1438,217,208,127,448,132,155,60,1502,354,0,0,17426
29,2019,1,Washington,85 years and over,8677,8397,137,993,205,553,230,388,136,175,136,2515,625,0,0,23167
30,2019,1,Georgia,0-4 years,498,441,0,0,0,0,0,0,0,0,51,12,0,0,0,1002
31,2019,1,Georgia,15-24 years,584,159,0,27,0,0,0,0,0,0,15,20,0,0,0,805
32,2019,1,Georgia,25-34 years,1068,354,0,55,14,0,0,0,0,0,10,71,0,0,0,1572
33,2019,1,Georgia,35-44 years,1753,1019,29,223,50,0,21,11,11,22,18,249,35,0,0,3441
34,2019,1,Georgia,45-54 years,3506,2806,54,742,158,0,54,106,42,65,28,717,113,0,0,8391
35,2019,1,Georgia,5-14 years,120,65,0,11,0,0,0,0,0,0,0,0,0,0,0,196
36,2019,1,Georgia,55-64 years,8075,7399,154,2341,324,22,120,457,127,151,72,1790,288,0,0,21320
37,2019,1,Georgia,65-74 years,11958,11443,192,3435,438,183,206,1006,246,275,87,2742,508,0,0,32719
38,2019,1,Georgia,75-84 years,14483,14000,230,3109,429,724,275,1215,320,319,151,3305,924,0,0,39484
39,2019,1,Georgia,85 years and over,15850,15323,202,1753,281,1493,390,911,230,307,272,4326,1349,0,0,42687
40,2019,1,Illinois,0-4 years,322,268,0,0,0,0,0,0,0,0,33,0,0,0,0,623
41,2019,1,Illinois,15-24 years,352,92,0,11,0,0,0,0,0,0,0,10,0,0,0,465
42,2019,1,Illinois,25-34 years,679,253,0,36,12,0,0,0,0,0,13,47,0,0,0,1040
43,2019,1,Illinois,35-44 years,1115,655,14,163,34,0,18,0,11,16,10,140,17,0,0,2193
44,2019,1,Illinois,45-54 years,2315,1853,24,550,103,0,41,49,21,31,13,439,94,0,0,5533
45,2019,1,Illinois,5-14 years,69,41,0,0,0,0,0,0,0,0,0,0,0,0,0,110
46,2019,1,Illinois,55-64 years,5669,5205,83,1739,244,17,89,322,66,81,44,1291,186,0,0,15036
47,2019,1,Illinois,65-74 years,8467,8142,146,2581,374,98,143,675,165,170,53,1843,357,0,0,23214
48,2019,1,Illinois,75-84 years,10684,10363,172,2478,321,527,179,873,192,256,79,2434,584,0,0,29142
49,2019,1,Illinois,85 years and over,14549,14082,185,1530,279,1295,348,716,208,308,216,4236,1117,0,0,39069
50,2019,1,Texas,0-4 years,321,265,0,0,0,0,0,0,0,0,35,0,0,0,0,621
51,2019,1,Texas,15-24 years,336,85,0,20,11,0,0,0,0,0,0,13,0,0,0,465
52,2019,1,Texas,25-34 years,600,250,0,34,17,0,0,0,0,0,12,53,0,0,0,966
53,2019,1,Texas,35-44 years,952,599,0,127,35,0,14,0,0,0,0,132,23,0,0,1882
54,2019,1,Texas,45-54 years,1966,1636,27,416,92,0,33,52,15,38,22,416,73,0,0,4786
55,2019,1,Texas,5-14 years,87,45,0,10,0,0,0,0,0,0,0,0,0,0,0,142
56,2019,1,Texas,55-64 years,4559,4187,85,1251,203,21,102,250,62,96,42,1050,173,0,0,12081
57,2019,1,Texas,65-74 years,6471,6228,101,1758,302,115,143,517,117,157,37,1594,278,0,0,17818
58,2019,1,Texas,75-84 years,7582,7357,131,1573,295,425,164,631,179,155,39,1858,456,0,0,20845
59,2019,1,Texas,85 years and over,8251,8017,110,862,185,870,226,493,127,169,66,2346,611,0,0,22333
60,2019,1,Kansas,0-4 years,85,72,0,0,0,0,0,0,0,0,0,0,0,0,0,157
61,2019,1,Kansas,15-24 years,112,33,0,0,0,0,0,0,0,0,0,0,0,0,0,145
62,2019,1,Kansas,25-34 years,205,61,0,16,0,0,0,0,0,0,0,10,0,0,0,292
63,2019,1,Kansas,35-44 years,301,184,0,37,0,0,0,0,0,0,0,45,0,0,0,567
64,2019,1,Kansas,45-54 years,657,544,11,140,22,0,13,25,13,15,0,130,29,0,0,1599
65,2019,1,Kansas,5-14 years,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,42
66,2019,1,Kansas,55-64 years,1648,1501,26,473,70,0,24,110,28,23,11,345,54,0,0,4313
67,2019,1,Kansas,65-74 years,2408,2290,40,695,99,31,42,220,49,44,12,563,92,0,0,6585
68,2019,1,Kansas,75-84 years,2996,2906,47,658,96,117,65,280,68,64,17,681,156,0,0,8151
69,2019,1,Kansas,85 years and over,4108,3974,55,441,81,315,146,244,65,86,69,1156,249,0,0,10989
70,2019,1,Colorado,0-4 years,82,74,0,0,0,0,0,0,0,0,0,0,0,0,0,156
71,2019,1,Colorado,15-24 years,105,24,0,0,0,0,0,0,0,0,0,0,0,0,0,129
72,2019,1,Colorado,25-34 years,192,68,0,11,0,0,0,0,0,0,0,0,0,0,0,271
73,2019,1,Colorado,35-44 years,282,160,0,28,0,0,0,0,0,0,0,32,0,0,0,502
74,2019,1,Colorado,45-54 years,441,329,0,80,17,0,11,15,0,0,0,60,15,0,0,968
75,2019,1,Colorado,5-14 years,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
76,2019,1,Colorado,55-64 years,1030,913,14,274,39,0,20,59,18,10,0,212,34,0,0,2623
77,2019,1,Colorado,65-74 years,1463,1385,30,446,67,23,24,105,28,29,14,285,50,0,0,3949
78,2019,1,Colorado,75-84 years,1960,1889,22,443,73,106,31,175,29,28,11,440,93,0,0,5300
79,2019,1,Colorado,85 years and over,2528,2423,24,270,42,273,55,150,44,32,22,685,189,0,0,6737
80,2019,1,California,0-4 years,267,241,0,0,0,0,0,0,0,0,33,0,0,0,0,541
81,2019,1,California,15-24 years,336,87,0,22,0,0,0,0,0,0,0,0,0,0,0,445
82,2019,1,California,25-34 years,676,250,0,45,14,0,15,0,0,0,0,40,0,0,0,1040
83,2019,1,California,35-44 years,945,618,0,162,38,0,24,13,0,0,17,101,22,0,0,1940
84,2019,1,California,45-54 years,1928,1500,14,391,112,0,53,30,16,25,14,357,63,0,0,4503
85,2019,1,California,5-14 years,50,33,0,12,0,0,0,0,0,0,0,0,0,0,0,95
86,2019,1,California,55-64 years,4389,3920,36,1271,226,15,129,168,38,51,16,959,149,0,0,11367
87,2019,1,California,65-74 years,6274,5973,52,1881,308,101,158,408,105,102,21,1408,290,0,0,17081
88,2019,1,California,75-84 years,8118,7875,63,1872,313,473,249,592,151,129,32,1948,515,0,0,22330
89,2019,1,California,85 years and over,11157,10897,53,1397,257,1324,354,666,115,159,62,3281,907,0,0,30629
90,2019,1,Massachusetts,0-4 years,66,57,0,0,0,0,0,0,0,0,10,0,0,0,0,133
91,2019,1,Massachusetts,15-24 years,81,21,0,0,0,0,0,0,0,0,0,0,0,0,0,102
92,2019,1,Massachusetts,25-34 years,175,59,0,0,0,0,0,0,0,0,0,0,0,0,0,234
93,2019,1,Massachusetts,35-44 years,253,128,0,30,11,0,0,0,0,0,0,21,0,0,0,443
94,2019,1,Massachusetts,45-54 years,528,392,0,111,24,0,0,15,0,0,0,68,10,0,0,1148
95,2019,1,Massachusetts,5-14 years,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
96,2019,1,Massachusetts,55-64 years,1275,1125,13,360,64,0,34,65,0,10,12,213,37,0,0,3208
97,2019,1,Massachusetts,65-74 years,2052,1929,28,638,91,23,35,165,31,19,12,380,87,0,0,5490
98,2019,1,Massachusetts,75-84 years,2444,2349,26,591,78,147,32,209,39,33,14,462,161,0,0,6585
99,2019,1,Massachusetts,85 years and over,3196,3063,19,381,84,399,49,158,49,34,46,813,246,0,0,8537
100,2019,2,Massachusetts,0-4 years,59,56,0,0,0,0,0,0,0,0,0,0,0,0,0,115
101,2019,2,Massachusetts,15-24 years,72,23,0,11,0,0,0,0,0,0,0,0,0,0,0,106
102,2019,2,Massachusetts,25-34 years,189,52,0,0,0,0,0,0,0,0,0,0,0,0,0,241
103,2019,2,Massachusetts,35-44 years,263,120,0,34,0,0,0,0,0,0,0,27,0,0,0,444
104,2019,2,Massachusetts,45-54 years,558,414,0,140,20,0,11,13,0,0,0,109,0,0,0,1265
105,2019,2,Massachusetts,5-14 years,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
106,2019,2,Massachusetts,55-64 years,1279,1141,19,394,51,0,32,78,14,14,0,238,40,0,0,3300
107,2019,2,Massachusetts,65-74 years,1888,1809,24,607,54,31,54,131,47,36,10,353,68,0,0,5112
108,2019,2,Massachusetts,75-84 years,2617,2538,49,592,57,102,83,186,56,42,22,563,115,0,0,7022
109,2019,2,Massachusetts,85 years and over,4246,4091,59,437,79,275,154,205,70,95,66,1111,238,0,0,11126
110,2019,2,NewYork,0-4 years,129,122,0,0,0,0,0,0,0,0,17,0,0,0,0,268
111,2019,2,NewYork,15-24 years,124,34,0,0,0,0,0,0,0,0,0,0,0,0,0,158
112,2019,2,NewYork,25-34 years,315,130,0,24,0,0,0,0,0,0,10,21,0,0,0,500
113,2019,2,NewYork,35-44 years,418,255,0,71,10,0,13,0,0,0,10,53,0,0,0,830
114,2019,2,NewYork,45-54 years,981,761,19,231,25,0,29,13,14,0,19,205,36,0,0,2333
115,2019,2,NewYork,5-14 years,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,53
116,2019,2,NewYork,55-64 years,2287,2093,44,674,83,0,65,105,33,33,21,521,68,0,0,6027
117,2019,2,NewYork,65-74 years,3406,3278,63,1108,134,26,84,191,78,58,17,820,126,0,0,9389
118,2019,2,NewYork,75-84 years,4443,4335,81,1009,143,126,127,292,106,91,38,1207,197,0,0,12195
119,2019,2,NewYork,85 years and over,6793,6656,112,716,119,381,229,281,130,135,128,2445,333,0,0,18458
120,2019,2,Washington,0-4 years,193,175,0,0,0,0,0,0,0,0,18,0,0,0,0,386
121,2019,2,Washington,15-24 years,183,36,0,0,0,0,0,0,0,0,0,0,0,0,0,219
122,2019,2,Washington,25-34 years,466,142,0,21,0,0,10,0,0,0,0,37,0,0,0,676
123,2019,2,Washington,35-44 years,612,321,0,84,17,0,0,0,0,0,0,67,11,0,0,1112
124,2019,2,Washington,45-54 years,1210,960,15,286,50,0,32,31,12,14,0,236,40,0,0,2886
125,2019,2,Washington,5-14 years,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,63
126,2019,2,Washington,55-64 years,3085,2787,63,839,133,10,77,155,41,57,30,687,104,0,0,8068
127,2019,2,Washington,65-74 years,4542,4352,97,1356,192,40,86,286,84,109,41,998,196,0,0,12379
128,2019,2,Washington,75-84 years,5778,5591,123,1283,202,236,145,370,120,135,69,1332,356,0,0,15740
129,2019,2,Washington,85 years and over,7720,7484,113,869,135,526,231,345,137,163,115,2185,527,0,0,20550
130,2019,2,Georgia,0-4 years,444,397,0,0,0,0,0,0,0,0,58,10,0,0,0,909
131,2019,2,Georgia,15-24 years,519,116,0,20,0,0,0,0,0,0,12,21,0,0,0,688
132,2019,2,Georgia,25-34 years,1022,375,10,61,23,0,19,0,0,10,0,59,19,0,0,1598
133,2019,2,Georgia,35-44 years,1506,894,11,178,49,0,30,15,18,13,21,207,45,0,0,2987
134,2019,2,Georgia,45-54 years,3287,2645,44,697,147,0,64,104,41,58,27,687,99,0,0,7900
135,2019,2,Georgia,5-14 years,77,49,0,0,0,0,0,0,0,0,0,0,0,0,0,126
136,2019,2,Georgia,55-64 years,7340,6698,144,2061,306,29,156,457,115,129,59,1631,256,0,0,19381
137,2019,2,Georgia,65-74 years,11173,10729,202,3224,462,158,224,953,241,257,90,2427,523,0,0,30663
138,2019,2,Georgia,75-84 years,13346,12889,235,2906,431,702,284,1169,265,306,126,3032,790,0,0,36481
139,2019,2,Georgia,85 years and over,14584,14107,181,1661,273,1337,387,789,211,284,230,3991,1188,0,0,39223
140,2019,2,Illinois,0-4 years,314,265,0,0,0,0,0,0,0,0,16,0,0,0,0,595
141,2019,2,Illinois,15-24 years,313,81,0,11,0,0,0,0,0,0,0,15,0,0,0,420
142,2019,2,Illinois,25-34 years,694,266,0,41,12,0,0,0,0,0,14,51,10,0,0,1088
143,2019,2,Illinois,35-44 years,955,515,0,129,24,0,15,10,0,0,0,121,19,0,0,1788
144,2019,2,Illinois,45-54 years,2092,1641,40,449,86,0,37,72,20,31,12,436,51,0,0,4967
145,2019,2,Illinois,5-14 years,83,47,0,0,0,0,0,0,0,0,0,0,0,0,0,130
146,2019,2,Illinois,55-64 years,5073,4641,69,1500,194,13,104,308,63,85,35,1192,159,0,0,13436
147,2019,2,Illinois,65-74 years,7359,7067,119,2168,351,100,135,575,135,146,55,1595,327,0,0,20132
148,2019,2,Illinois,75-84 years,9581,9302,160,2137,313,473,183,761,169,221,93,2265,517,0,0,26175
149,2019,2,Illinois,85 years and over,12895,12444,167,1426,235,1139,298,612,171,256,174,3760,918,0,0,34495
150,2019,2,Texas,0-4 years,309,267,0,0,0,0,0,0,0,0,30,0,0,0,0,606
151,2019,2,Texas,15-24 years,344,88,0,15,0,0,0,0,0,0,0,17,0,0,0,464
152,2019,2,Texas,25-34 years,562,236,0,47,0,0,0,0,0,0,0,48,0,0,0,893
153,2019,2,Texas,35-44 years,861,545,14,121,26,0,23,0,10,11,15,134,21,0,0,1781
154,2019,2,Texas,45-54 years,1695,1378,27,343,67,0,37,37,22,28,20,381,69,0,0,4104
155,2019,2,Texas,5-14 years,68,38,0,0,0,0,0,0,0,0,0,0,0,0,0,106
156,2019,2,Texas,55-64 years,4115,3764,79,1113,188,16,76,241,39,70,25,982,144,0,0,10852
157,2019,2,Texas,65-74 years,5878,5623,101,1660,295,99,105,437,88,129,30,1409,270,0,0,16124
158,2019,2,Texas,75-84 years,6659,6457,114,1348,234,417,139,556,117,162,40,1611,408,0,0,18262
159,2019,2,Texas,85 years and over,7386,7190,95,727,177,791,195,495,101,155,58,2190,510,0,0,20070
160,2019,2,Kansas,0-4 years,109,97,0,0,0,0,0,0,0,0,0,0,0,0,0,206
161,2019,2,Kansas,15-24 years,116,26,0,0,0,0,0,0,0,0,0,0,0,0,0,142
162,2019,2,Kansas,25-34 years,176,49,0,0,0,0,0,0,0,0,0,12,0,0,0,237
163,2019,2,Kansas,35-44 years,278,156,0,37,0,0,0,0,0,0,0,33,0,0,0,504
164,2019,2,Kansas,45-54 years,524,413,0,99,18,0,14,23,0,0,0,107,14,0,0,1212
165,2019,2,Kansas,5-14 years,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,34
166,2019,2,Kansas,55-64 years,1435,1310,20,439,44,0,33,89,19,21,0,317,45,0,0,3772
167,2019,2,Kansas,65-74 years,2178,2092,51,634,89,27,46,216,53,43,10,487,82,0,0,6008
168,2019,2,Kansas,75-84 years,2904,2790,36,615,93,136,49,249,65,70,22,672,155,0,0,7856
169,2019,2,Kansas,85 years and over,3624,3508,33,407,77,291,110,209,58,82,59,1022,243,0,0,9723
170,2019,2,Colorado,0-4 years,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,148
171,2019,2,Colorado,15-24 years,88,21,0,0,0,0,0,0,0,0,0,0,0,0,0,109
172,2019,2,Colorado,25-34 years,180,69,0,0,0,0,0,0,0,0,0,15,0,0,0,264
173,2019,2,Colorado,35-44 years,210,116,0,23,0,0,0,0,0,0,0,17,0,0,0,366
174,2019,2,Colorado,45-54 years,383,290,0,81,0,0,10,0,0,0,0,68,0,0,0,832
175,2019,2,Colorado,5-14 years,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,37
176,2019,2,Colorado,55-64 years,927,825,0,268,44,0,27,52,14,0,0,154,23,0,0,2334
177,2019,2,Colorado,65-74 years,1324,1263,21,365,63,19,28,131,19,29,0,278,46,0,0,3586
178,2019,2,Colorado,75-84 years,1693,1629,13,361,67,77,45,129,42,34,0,379,96,0,0,4565
179,2019,2,Colorado,85 years and over,2315,2209,26,243,45,240,69,145,39,41,33,618,159,0,0,6182
180,2019,2,California,0-4 years,239,215,0,0,0,0,0,0,0,0,22,0,0,0,0,476
181,2019,2,California,15-24 years,284,72,0,26,0,0,0,0,0,0,0,0,0,0,0,382
182,2019,2,California,25-34 years,618,235,0,47,13,0,11,0,0,0,0,47,0,0,0,971
183,2019,2,California,35-44 years,852,552,0,123,41,0,25,0,0,0,0,115,25,0,0,1733
184,2019,2,California,45-54 years,1782,1407,15,391,78,0,39,37,12,25,11,346,77,0,0,4220
185,2019,2,California,5-14 years,54,37,0,10,0,0,0,0,0,0,0,0,0,0,0,101
186,2019,2,California,55-64 years,3844,3425,21,1070,206,20,106,157,36,61,15,821,159,0,0,9941
187,2019,2,California,65-74 years,5841,5570,45,1788,314,83,136,428,72,83,17,1335,284,0,0,15996
188,2019,2,California,75-84 years,7296,7066,57,1670,302,415,181,576,110,134,22,1740,481,0,0,20050
189,2019,2,California,85 years and over,10035,9783,43,1209,218,1208,313,534,111,160,81,2932,858,0,0,27485
190,2019,2,Massachusetts,0-4 years,75,64,0,0,0,0,0,0,0,0,0,0,0,0,0,139
191,2019,2,Massachusetts,15-24 years,77,24,0,0,0,0,0,0,0,0,0,0,0,0,0,101
192,2019,2,Massachusetts,25-34 years,167,58,0,0,0,0,0,0,0,0,0,14,0,0,0,239
193,2019,2,Massachusetts,35-44 years,252,146,0,29,13,0,0,0,0,0,0,28,0,0,0,468
194,2019,2,Massachusetts,45-54 years,477,378,0,97,20,0,12,13,0,0,0,67,18,0,0,1082
195,2019,2,Massachusetts,5-14 years,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,39
196,2019,2,Massachusetts,55-64 years,1218,1086,10,350,49,0,31,66,19,12,0,222,32,0,0,3095
197,2019,2,Massachusetts,65-74 years,1871,1778,23,578,87,32,43,156,21,14,13,336,88,0,0,5040
198,2019,2,Massachusetts,75-84 years,2293,2192,21,544,74,134,48,199,53,24,16,454,119,0,0,6171
199,2019,2,Massachusetts,85 years and over,2934,2802,26,351,56,354,67,136,41,25,41,773,245,0,0,7851
200,2019,3,Massachusetts,0-4 years,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,135
201,2019,3,Massachusetts,15-24 years,73,20,0,0,0,0,0,0,0,0,0,0,0,0,0,93
202,2019,3,Massachusetts,25-34 years,239,59,0,10,0,0,0,0,0,0,0,12,0,0,0,320
203,2019,3,Massachusetts,35-44 years,272,135,0,35,0,0,0,0,0,0,0,21,0,0,0,463
204,2019,3,Massachusetts,45-54 years,568,424,0,115,25,0,0,12,0,0,0,98,17,0,0,1259
205,2019,3,Massachusetts,5-14 years,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,30
206,2019,3,Massachusetts,55-64 years,1313,1181,22,425,41,0,19,66,0,22,10,254,26,0,0,3379
207,2019,3,Massachusetts,65-74 years,2156,2049,29,702,86,24,40,159,42,48,14,396,81,0,0,5826
208,2019,3,Massachusetts,75-84 years,2887,2794,46,675,90,92,60,234,62,65,22,638,142,0,0,7807
209,2019,3,Massachusetts,85 years and over,4552,4406,61,534,72,262,149,209,73,88,64,1225,253,0,0,11948
210,2019,3,NewYork,0-4 years,136,126,0,0,0,0,0,0,0,0,14,0,0,0,0,276
211,2019,3,NewYork,15-24 years,122,43,0,0,0,0,0,0,0,0,0,0,0,0,0,165
212,2019,3,NewYork,25-34 years,337,129,0,32,0,0,0,0,0,0,0,21,0,0,0,519
213,2019,3,NewYork,35-44 years,470,279,0,67,11,0,12,0,0,0,18,60,0,0,0,917
214,2019,3,NewYork,45-54 years,1046,843,20,230,36,0,22,21,0,14,14,216,32,0,0,2494
215,2019,3,NewYork,5-14 years,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,54
216,2019,3,NewYork,55-64 years,2355,2168,29,711,96,0,65,96,53,34,36,534,71,0,0,6248
217,2019,3,NewYork,65-74 years,3633,3516,67,1087,155,24,97,227,84,62,33,916,131,0,0,10032
218,2019,3,NewYork,75-84 years,4874,4776,103,1158,167,143,136,296,122,102,45,1276,246,0,0,13444
219,2019,3,NewYork,85 years and over,7485,7332,131,869,143,395,275,341,161,155,120,2592,395,0,0,20394
220,2019,3,Washington,0-4 years,213,194,0,0,0,0,0,0,0,0,26,0,0,0,0,433
221,2019,3,Washington,15-24 years,210,57,0,0,0,0,0,0,0,0,0,11,0,0,0,278
222,2019,3,Washington,25-34 years,569,163,0,25,0,0,0,0,0,0,0,31,0,0,0,788
223,2019,3,Washington,35-44 years,679,344,0,83,18,0,18,0,0,0,0,80,14,0,0,1236
224,2019,3,Washington,45-54 years,1408,1081,24,310,61,0,31,34,18,24,17,259,33,0,0,3300
225,2019,3,Washington,5-14 years,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,67
226,2019,3,Washington,55-64 years,3430,3088,80,959,151,0,66,179,51,66,33,726,97,0,0,8926
227,2019,3,Washington,65-74 years,4849,4672,92,1445,191,43,104,338,109,113,44,1101,196,0,0,13297
228,2019,3,Washington,75-84 years,6372,6161,114,1432,201,199,165,488,129,164,61,1514,358,0,0,17358
229,2019,3,Washington,85 years and over,8568,8330,117,986,163,553,273,384,143,205,145,2483,625,0,0,22975
230,2019,3,Georgia,0-4 years,510,447,0,0,0,0,0,0,0,0,71,11,0,0,0,1039
231,2019,3,Georgia,15-24 years,579,111,0,21,0,0,0,0,0,0,12,20,0,0,0,743
232,2019,3,Georgia,25-34 years,1146,383,0,62,14,0,14,0,0,0,17,84,14,0,0,1734
233,2019,3,Georgia,35-44 years,1771,1033,29,196,50,0,31,19,12,23,28,253,46,0,0,3491
234,2019,3,Georgia,45-54 years,3468,2789,54,741,147,0,57,109,35,65,27,711,131,0,0,8334
235,2019,3,Georgia,5-14 years,112,60,0,13,0,0,0,0,0,0,0,0,0,0,0,185
236,2019,3,Georgia,55-64 years,8091,7359,158,2311,332,23,142,531,120,131,81,1765,309,0,0,21353
237,2019,3,Georgia,65-74 years,12049,11491,207,3540,450,169,241,992,217,265,103,2653,583,0,0,32960
238,2019,3,Georgia,75-84 years,14237,13775,260,3103,418,717,303,1162,282,333,117,3264,938,0,0,38909
239,2019,3,Georgia,85 years and over,15638,15142,198,1789,257,1392,371,836,231,298,244,4418,1300,0,0,42114
240,2019,3,Illinois,0-4 years,369,325,0,0,0,0,0,0,0,0,35,0,0,0,0,729
241,2019,3,Illinois,15-24 years,361,96,0,24,0,0,0,0,0,0,0,13,0,0,0,494
242,2019,3,Illinois,25-34 years,837,282,0,62,21,0,17,0,0,0,10,53,0,0,0,1282
243,2019,3,Illinois,35-44 years,1143,634,0,152,31,0,11,0,0,0,12,161,23,0,0,2167
244,2019,3,Illinois,45-54 years,2219,1784,32,523,79,0,50,68,18,30,16,453,72,0,0,5344
245,2019,3,Illinois,5-14 years,57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,89
246,2019,3,Illinois,55-64 years,5574,5070,93,1652,232,20,115,350,73,84,31,1209,187,0,0,14690
247,2019,3,Illinois,65-74 years,8258,7921,134,2469,319,113,180,690,164,177,55,1814,348,0,0,22642
248,2019,3,Illinois,75-84 years,10374,10028,149,2414,299,502,220,838,206,211,70,2398,592,0,0,28301
249,2019,3,Illinois,85 years and over,14305,13825,207,1531,290,1327,397,702,204,266,205,4028,1065,0,0,38352
250,2019,3,Texas,0-4 years,331,289,0,0,0,0,0,0,0,0,47,0,0,0,0,667
251,2019,3,Texas,15-24 years,396,89,0,20,0,0,0,0,0,0,0,11,0,0,0,516
252,2019,3,Texas,25-34 years,654,241,0,38,11,0,11,0,0,0,13,47,0,0,0,1015
253,2019,3,Texas,35-44 years,1017,642,10,120,25,0,21,12,0,10,10,184,29,0,0,2080
254,2019,3,Texas,45-54 years,1982,1618,41,408,92,0,40,55,22,37,0,427,78,0,0,4800
255,2019,3,Texas,5-14 years,82,42,0,0,0,0,0,0,0,0,0,0,0,0,0,124
256,2019,3,Texas,55-64 years,4467,4122,66,1253,190,13,81,247,68,71,32,1058,167,0,0,11835
257,2019,3,Texas,65-74 years,6361,6107,119,1750,293,98,120,509,110,137,35,1536,327,0,0,17502
258,2019,3,Texas,75-84 years,7411,7217,123,1509,278,448,167,647,140,184,41,1769,458,0,0,20392
259,2019,3,Texas,85 years and over,8023,7787,105,891,187,897,221,445,123,137,51,2317,524,0,0,21708
260,2019,3,Kansas,0-4 years,72,57,0,0,0,0,0,0,0,0,0,0,0,0,0,129
261,2019,3,Kansas,15-24 years,110,20,0,0,0,0,0,0,0,0,0,0,0,0,0,130
262,2019,3,Kansas,25-34 years,209,74,0,15,0,0,0,0,0,0,0,13,0,0,0,311
263,2019,3,Kansas,35-44 years,313,174,0,42,0,0,0,0,0,0,0,41,0,0,0,570
264,2019,3,Kansas,45-54 years,604,495,11,130,18,0,15,20,0,0,0,127,20,0,0,1440
265,2019,3,Kansas,5-14 years,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
